Vehicle,Country,BR,WinRate,Games,Victories,Defeats,BattleType,UnitClass,UnitMoveType
fr_hotchkiss_h39,France,1.0,0.4487335331034093,122354,31747,39001,GRB,exp_tank,tank
fr_amc_35,France,1.3,0.46823597791339727,117113,32224,36596,GRB,exp_tank,tank
fr_citroen_kegresse_p4t,France,1.3,0.432815815927622,91654,19375,25390,GRB,exp_spaa,tank
fr_fcm_36,France,1.0,0.4450016003414062,21655,4171,5202,GRB,exp_tank,tank
us_t77e1,Usa,4.0,0.40248087226634977,990233,193058,286612,GRB,exp_spaa,tank
uk_m3_stuart,Britain,2.0,0.5053795175874004,114397,37672,36870,GRB,exp_tank,tank
fr_amx_13_chaffee,France,3.7,0.5732768520172506,60935,22465,16722,GRB,exp_tank,tank
us_skink_aa,Usa,5.3,0.4122221150858698,1290036,192382,274313,GRB,exp_spaa,tank
uk_m3a1_stuart,Britain,2.3,0.5031809263333135,104946,33852,33424,GRB,exp_tank,tank
fr_amx_vtt_dca,France,3.0,0.4675976021040826,278846,59203,67408,GRB,exp_spaa,tank
us_m109a1,Usa,6.3,0.4705695546656148,1292183,281538,316754,GRB,exp_tank_destroyer,tank
ussr_su_152,Ussr,4.0,0.427124162802679,918018,207262,277988,GRB,exp_tank_destroyer,tank
fr_amx_13_dca_40,France,5.0,0.4811119170375017,484284,122710,132345,GRB,exp_spaa,tank
uk_a_22_mk_1_churchill_1941,Britain,3.3,0.5043957610606853,132368,31842,31287,GRB,exp_heavy_tank,heavy_tank
uk_valentine_mk_9,Britain,3.0,0.4872902672151037,64727,16467,17326,GRB,exp_tank,tank
uk_crusader_mk_3,Britain,3.0,0.5230295041290273,163128,53962,49210,GRB,exp_tank,tank
uk_churchill_na75,Britain,4.3,0.5147256815886907,72456,18351,17301,GRB,exp_heavy_tank,heavy_tank
uk_sherman_II,Britain,3.7,0.5163019156840226,302089,95758,89711,GRB,exp_tank,tank
uk_ystervark_spaa,Britain,4.0,0.4629973801473387,288186,62031,71946,GRB,exp_spaa,wheeled_vehicle
fr_m36b2_cefeo,France,5.7,0.48212147998484656,318965,95448,102527,GRB,exp_tank_destroyer,tank
uk_m44,Britain,4.0,0.49395327774966036,271458,74174,75990,GRB,exp_tank_destroyer,tank
fr_amx_10p,France,6.3,0.47782963423909286,691519,138217,151043,GRB,exp_spaa,tank
fr_m44,France,4.0,0.49397346525747693,245444,65901,67509,GRB,exp_tank_destroyer,tank
fr_amx_elc_bis,France,6.0,0.5092213909670269,297497,91889,88561,GRB,exp_tank_destroyer,tank
fr_m26_pershing,France,6.7,0.49776482303940456,276081,68479,69094,GRB,exp_tank,tank
uk_a30_sp_avenger,Britain,4.7,0.5211290847705571,418546,116846,107371,GRB,exp_tank,tank
fr_amx_13_90,France,7.7,0.5589919929262661,242150,56897,44888,GRB,exp_tank,tank
fr_amx_30_auf_1,France,7.0,0.5171147768108413,251991,59719,55766,GRB,exp_tank_destroyer,tank
fr_amx_10m_acra,France,7.3,0.5298798638536071,174218,44680,39641,GRB,exp_tank_destroyer,tank
germ_pzkpfw_IV_ausf_J,Germany,3.7,0.40714150941633837,929256,217940,317353,GRB,exp_tank,tank
ussr_zsu_29k,Ussr,3.3,0.4552488256215069,417150,102146,122228,GRB,exp_tank_destroyer,wheeled_vehicle
fr_somua_sm,France,7.7,0.5865151259927505,777425,376043,265105,GRB,exp_heavy_tank,heavy_tank
fr_amx_50_foch,France,7.3,0.5477670243138225,211905,53146,43877,GRB,exp_tank_destroyer,tank
fr_amx_30_dca,France,8.7,0.4838822662164969,516099,118811,126726,GRB,exp_spaa,tank
fr_amx_30_b2,France,8.7,0.5189430529462323,251705,68227,63246,GRB,exp_tank,tank
fr_amx_30_b2_brenus,France,8.7,0.5323794426831303,210543,63811,56049,GRB,exp_tank,tank
fr_amx_30_ACRA,France,8.3,0.5128233684411493,140414,32233,30621,GRB,exp_tank,tank
it_semovente_m41_75_18,Italy,2.0,0.48079899756762734,44109,13046,14088,GRB,exp_tank_destroyer,tank
us_t1e1,Usa,5.3,0.4432903145710046,304143,74983,94168,GRB,exp_heavy_tank,heavy_tank
us_m36,Usa,5.3,0.4537260411606236,1129429,328759,395817,GRB,exp_tank_destroyer,tank
fr_vcac_mephisto,France,8.7,0.5224258692278656,262810,62281,56934,GRB,exp_tank_destroyer,wheeled_vehicle
fr_amx_50_surbaisse,France,7.7,0.5664401139517179,586511,184519,141233,GRB,exp_heavy_tank,heavy_tank
fr_amx_32_105,France,9.3,0.5214253531684483,423268,130774,120027,GRB,exp_tank,tank
fokker_g1a,France,2.3,0.5405830330822142,51370,16504,14026,ARB,exp_assault,air
d_520_france,France,3.0,0.5503269939111478,34830,7321,5982,ARB,exp_fighter,air
fr_amx_50,France,7.7,0.5615860432994024,553185,149620,116804,GRB,exp_tank,tank
fr_amx_32,France,9.3,0.5425126992673049,360818,115878,97717,GRB,exp_tank,tank
fr_vab_santal,France,9.3,0.5019928447038422,388165,68894,68347,GRB,exp_spaa,wheeled_vehicle
germ_thyssen_henschel_tam_2ip,Germany,9.3,0.448125104896262,1041065,379147,466927,GRB,exp_tank,tank
fr_marder_df_105,France,8.0,0.5549391671337663,196013,67323,53993,GRB,exp_tank,tank
jp_type_95_heavy,Japan,1.3,0.4757882882882883,3699,845,931,GRB,exp_heavy_tank,heavy_tank
jp_type_95_ha_go_commander,Japan,1.0,0.47566235366605053,6868,1544,1702,GRB,exp_tank,tank
jp_hiro_sha,Japan,1.7,0.48402265246458,76005,23675,25238,GRB,exp_tank_destroyer,tank
fr_mars_15,France,8.3,0.5314567807471401,194151,55981,49354,GRB,exp_tank,tank
p-39q_5,Usa,2.7,0.47481844946025514,77127,12096,13379,ARB,exp_fighter,air
us_m3a1_stuart,Usa,2.3,0.42117999711199966,318076,84586,116245,GRB,exp_tank,tank
fr_amx_40,France,10.0,0.5460019697040754,377934,116424,96806,GRB,exp_tank,tank
fr_amx_10rc,France,8.3,0.537102259844305,241193,71064,61246,GRB,exp_tank,wheeled_vehicle
fr_cv_9035_nl,France,9.7,0.5491212542672904,204739,65145,53490,GRB,exp_tank,tank
h_34_france,France,8.0,0.5479341158887816,156980,17598,14519,GRB,exp_helicopter,helicopter
fr_vbci,France,9.3,0.5527663617606215,289514,98320,79549,GRB,exp_tank,wheeled_vehicle
f4u-4,Usa,4.3,0.4925992358404425,745031,166701,171710,ARB,exp_fighter,air
fr_arras_class_amiens,France,3.0,0.5047106854047264,32400,12857,12617,NRB,exp_submarine_chaser,fast_ship
fr_destroyer_jaguar_class_leopard,France,3.7,0.4751281278263491,6558,1576,1741,NRB,exp_destroyer,ship
fr_vextra_105,France,10.0,0.5532398635846911,359961,109500,88425,GRB,exp_tank,wheeled_vehicle
fr_leopard_2a4nl,France,10.7,0.548957240293809,236393,83705,68775,GRB,exp_tank,tank
ussr_g5_mtb,Ussr,1.0,0.45077038707252914,33237,4798,5846,NRB,exp_torpedo_boat,fast_ship
ussr_cruiser_zheleznyakov,Ussr,6.0,0.5106560802340159,11282,3666,3513,NRB,exp_cruiser,ship
nc_223_3,France,3.0,0.5367689083634978,45759,5635,4863,ARB,exp_bomber,air
f8f1,Usa,4.7,0.5062506447128633,758557,206124,201034,ARB,exp_fighter,air
p-63a-10,Usa,4.0,0.49262469698082717,243175,67061,69069,ARB,exp_fighter,air
ussr_t_44_po,Ussr,6.3,0.5215196020966959,158392,62283,57143,GRB,exp_tank,tank
fr_leclerc_s1,France,12.0,0.5647460274660394,327672,121478,93624,GRB,exp_tank,tank
leo_451_early,France,3.0,0.5147859922178988,26363,2646,2494,ARB,exp_bomber,air
fr_leclerc_s2,France,12.0,0.5657947806342709,222221,75752,58134,GRB,exp_tank,tank
fr_sk105_a2,France,8.7,0.552364990689013,98634,29662,24038,GRB,exp_tank,tank
ki_10_1,Japan,1.0,0.4803520083645552,41427,5513,5964,ARB,exp_fighter,air
ki_10_1_commander,Japan,1.0,0.4918508885999133,56999,11347,11723,ARB,exp_fighter,air
f1m2,Japan,1.0,0.5212348626982773,14938,3056,2807,ARB,exp_bomber,air
ki_21_1ko,Japan,1.7,0.5267213114754098,40366,3213,2887,ARB,exp_bomber,air
a_29_hudson,China,2.0,0.49873000617834834,31984,7265,7302,ARB,exp_bomber,air
p-66,China,2.3,0.4920717442162724,34236,9465,9770,ARB,exp_fighter,air
i-15_1934,Ussr,1.0,0.47142218646643425,184068,26369,29566,ARB,exp_fighter,air
cn_zsd63_pg87,China,5.7,0.4364774070220209,448955,92703,119686,GRB,exp_spaa,tank
uk_vickers_mk_6_aa_mk_1,Britain,1.0,0.45804338927548094,69143,15666,18536,GRB,exp_spaa,tank
cn_m10,China,3.3,0.4711872279356156,293489,79126,88803,GRB,exp_tank_destroyer,tank
ussr_destroyer_frunze,Ussr,3.3,0.459175567128608,23878,5202,6127,NRB,exp_destroyer,ship
ussr_d3,Ussr,1.0,0.44149004495825306,19656,3437,4348,NRB,exp_torpedo_boat,fast_ship
ussr_g5_mtb_shvak,Ussr,1.0,0.48774954627949185,7342,1075,1129,NRB,exp_torpedo_boat,fast_ship
ussr_mo_4,Ussr,1.0,0.45624875423559896,9534,2289,2728,NRB,exp_gun_boat,fast_ship
i-15bis,Ussr,1.0,0.4912865354041825,90716,16069,16639,ARB,exp_fighter,air
sb_2m_103u_china,China,2.3,0.48560393258426965,5356,1383,1465,ARB,exp_bomber,air
ussr_od_200,Ussr,1.7,0.4860128075497135,10995,2884,3050,NRB,exp_gun_boat,fast_ship
uk_destroyer_clemson_churchill,Britain,3.3,0.46813310772701633,5295,830,943,NRB,exp_destroyer,ship
ussr_mpk_163,Ussr,2.0,0.48631912442396313,13307,3377,3567,NRB,exp_submarine_chaser,fast_ship
cn_m4a1_76w_sherman,China,4.0,0.5021856099132743,223889,64680,64117,GRB,exp_tank,tank
cw_21,China,2.7,0.522493296699659,59476,15784,14425,ARB,exp_fighter,air
p-40e_china,China,2.7,0.5251126629743025,103892,30529,27609,ARB,exp_fighter,air
re_2000_j20,Sweden,2.0,0.5145178919355605,39408,10827,10216,ARB,exp_fighter,air
ussr_t_28_1938,Ussr,1.3,0.42201749227595603,368902,90424,123842,GRB,exp_tank,tank
sunderland_mk3a,Britain,1.7,0.48510014655593553,11348,2979,3162,ARB,exp_bomber,air
d3a1,Japan,1.3,0.5158408766079086,24740,4331,4065,ARB,exp_bomber,air
halifax_mk3,Britain,4.0,0.5406269628276138,55762,9468,8045,ARB,exp_bomber,air
it_semovente_l40,Italy,1.3,0.4352910087864174,48389,13178,17096,GRB,exp_tank_destroyer,tank
ki_43_3_ko,China,3.0,0.5259831460674157,30424,8239,7425,ARB,exp_fighter,air
ki_44_2_hei_china,China,3.7,0.575982437679161,84990,31747,23371,ARB,exp_fighter,air
uk_destroyer_hunt_2series,Britain,4.3,0.45742291198693075,8554,2240,2657,NRB,exp_destroyer,ship
il_amx_13_75,Israel,7.0,0.49033142810358854,298358,95824,99603,GRB,exp_tank,tank
typhoon_mk1b_late,Britain,4.3,0.5698970948901418,244446,67620,51033,ARB,exp_fighter,air
spitfire_lf_mk9e_weisman,Israel,5.7,0.5581742929409059,50024,14565,11529,ARB,exp_fighter,air
b-17g_iaf,Israel,5.0,0.5733599098708727,29166,6616,4923,ARB,exp_bomber,air
ju-88a-4_finland,Sweden,3.0,0.543706766104626,166426,40243,33773,ARB,exp_bomber,air
il_m48a1_patton_III,Israel,7.7,0.4676820185802222,252762,78181,88986,GRB,exp_tank,tank
cn_isu_152,China,4.7,0.4632522057417575,323439,84796,98249,GRB,exp_tank_destroyer,tank
il_aml_90,Israel,7.7,0.4860011477146016,339652,104169,110170,GRB,exp_tank,wheeled_vehicle
md_450b_ouragan_iaf,Israel,7.7,0.527327043349309,93636,24536,21993,ARB,exp_fighter,air
il_tcm_20,Israel,4.3,0.4098224085265065,189487,30992,44631,GRB,exp_spaa,tank
ki_44_1,Japan,2.7,0.5705852588969472,55317,20298,15276,ARB,exp_fighter,air
f-84g-31-re_china,China,7.7,0.5706119704102219,17447,3394,2554,ARB,exp_assault,air
cn_object_211,China,5.0,0.4954231978486187,483106,174277,177497,GRB,exp_tank,tank
z_11wa,China,8.7,0.5415560485386285,564014,89347,75635,GRB,exp_helicopter,helicopter
cn_m18_hellcat,China,6.0,0.5043907875928388,552313,201835,198321,GRB,exp_tank,tank
p-38l_1_china_rocaf,China,4.7,0.5395981452859351,75717,26184,22341,ARB,exp_fighter,air
uk_destroyer_j_class,Britain,4.7,0.46683459277917716,3024,556,635,NRB,exp_destroyer,ship
tempest_mkv_vikkers,Britain,3.7,0.5641820910455227,105851,28195,21780,ARB,exp_assault,air
uk_destroyer_tribal,Britain,4.7,0.45978789217852406,8461,2081,2445,NRB,exp_destroyer,ship
b_48_firecrest,Britain,2.3,0.5416055925132484,34910,9607,8131,ARB,exp_assault,air
kfir_canard,Israel,11.0,0.48801560758082496,134824,43775,45925,ARB,exp_fighter,air
so_4050_vautour_2a_israel_iaf,Israel,9.0,0.5393539175441727,10711,3022,2581,ARB,exp_bomber,air
il_merkava_mk_2d,Israel,10.0,0.5160510564953048,257878,98204,92095,GRB,exp_tank,tank
a_4h,Israel,8.3,0.5425722831505484,53264,16326,13764,ARB,exp_assault,air
a_4n,Israel,9.3,0.5962215954446277,153784,56018,37937,ARB,exp_assault,air
il_m163_vulcan,Israel,7.3,0.42438440205059247,217512,40398,54794,GRB,exp_spaa,tank
md_500_tow_late,Israel,9.0,0.5070467993544917,64820,9426,9164,GRB,exp_helicopter,helicopter
il_m109,Israel,6.0,0.47030080077290376,234942,50626,57020,GRB,exp_tank_destroyer,tank
uk_crusader_aa_mk_1,Britain,3.0,0.4784369787943769,289364,80320,87560,GRB,exp_spaa,tank
mosquito_fb_mk18,Britain,3.0,0.5648766997003918,25753,7353,5664,ARB,exp_assault,air
bf2c_1,Usa,1.0,0.4138366939259629,150360,26517,37559,ARB,exp_fighter,air
mirage_f1c_200,France,12.0,0.5881486779863705,1838957,1052495,737010,ARB,exp_fighter,air
vb_10_02,France,4.7,0.585936604707662,86438,25565,18066,ARB,exp_fighter,air
il_centurion_mk_5_shot,Israel,7.7,0.4772372596602576,207936,63914,70011,GRB,exp_tank,tank
il_magach_3_idf,Israel,8.0,0.47954137780578854,144159,39566,42942,GRB,exp_tank,tank
meteor_fmk8_iaf,Israel,8.0,0.5368476961890851,25836,8086,6976,ARB,exp_fighter,air
il_centurion_shot_kal_gimel,Israel,8.7,0.502175515841286,160989,48359,47940,GRB,exp_tank,tank
il_tiran_4,Israel,8.0,0.48189001128748804,128361,33727,36262,GRB,exp_tank,tank
il_tiran_4_sh,Israel,8.0,0.480763303163617,70617,17157,18530,GRB,exp_tank,tank
f-4e_iaf,Israel,11.3,0.5188253012048193,128285,40651,37701,ARB,exp_fighter,air
il_m109a1,Israel,6.3,0.4671987901193077,126544,27803,31707,GRB,exp_tank_destroyer,tank
fr_destroyer_le_fantasque_class_le_triomphant,France,4.7,0.5186170212765957,4120,975,905,NRB,exp_destroyer,ship
mb_157,France,3.3,0.5894298187590952,37062,8911,6207,ARB,exp_fighter,air
p-63c-5_france,France,4.0,0.5825062394799466,132809,40144,28772,ARB,exp_fighter,air
vb_10c1,France,4.0,0.6104505416158782,77401,26543,16938,ARB,exp_fighter,air
vg_33,France,2.7,0.5487479196501142,60011,14178,11659,ARB,exp_fighter,air
il_ss_11_halftrack,Israel,6.7,0.4705418408391829,79192,17898,20139,GRB,exp_tank_destroyer,tank
il_merkava_mk_1b,Israel,9.7,0.4927308895568428,192906,56227,57886,GRB,exp_tank,tank
fr_destroyer_hunt_3series,France,4.0,0.46834625322997414,5390,1450,1646,NRB,exp_destroyer,ship
la-11_china,China,5.3,0.502015446629127,58753,16315,16184,ARB,exp_fighter,air
il_centurion_shot_kal_alef,Israel,8.0,0.49596631030809896,162246,50289,51107,GRB,exp_tank,tank
cn_type_63_I,China,6.3,0.48156919984027097,238274,69946,75300,GRB,exp_tank,tank
cn_type_62,China,6.7,0.4913086315493156,171637,55850,57826,GRB,exp_tank,tank
il_merkava_mk_2b_early,Israel,9.7,0.507172618618532,122615,35178,34183,GRB,exp_tank,tank
kfir_c7,Israel,12.0,0.5014041483963148,27829,10177,10120,ARB,exp_fighter,air
hs-123a-1_china,China,1.0,0.5141158989598811,47515,11418,10791,ARB,exp_bomber,air
cn_type_97_chi_ha,China,1.3,0.4319994869821726,132260,33683,44287,GRB,exp_tank,tank
la-9_china,China,6.0,0.5091197777116205,95617,25652,24733,ARB,exp_fighter,air
cn_object_122tm,China,8.7,0.5396431638202461,263051,90496,77200,GRB,exp_tank,tank
cn_wma_301,China,9.0,0.5356310444109303,173548,50788,44031,GRB,exp_tank,wheeled_vehicle
cn_plz_83,China,6.3,0.4688704379090039,207434,54381,61602,GRB,exp_tank_destroyer,tank
cn_plz_83_130,China,7.3,0.511747913921827,52234,13983,13341,GRB,exp_tank_destroyer,tank
cn_m113a1_tow,China,8.3,0.4935139259824494,172129,36218,37170,GRB,exp_tank_destroyer,tank
dh_110_sea_vixen,Britain,9.0,0.5238374998903922,132149,59740,54303,ARB,exp_fighter,air
md_454_mystere_4a_iaf,Israel,8.7,0.5531580451557588,13487,3871,3127,ARB,exp_fighter,air
f_16a_block_10_iaf,Israel,12.7,0.5183158436876327,22985,8051,7482,ARB,exp_fighter,air
il_namer_rcws_30,Israel,11.0,0.530040697025362,346640,104453,92613,GRB,exp_tank,tank
f_16d_block_40_barak_2,Israel,13.3,0.535260650965864,120086,40455,35125,ARB,exp_fighter,air
ki_48_2_otsu,Japan,2.3,0.5401334604385128,18541,2833,2412,ARB,exp_bomber,air
tempest_mk2,Britain,6.0,0.550891181988743,64029,16443,13405,ARB,exp_fighter,air
mirage_3cj,Israel,10.0,0.5708710454205763,15680,6875,5168,ARB,exp_fighter,air
ki_44_2_hei,Japan,3.7,0.6222576116338034,71486,29696,18027,ARB,exp_fighter,air
ki_43_3_otsu,Japan,4.0,0.6026312691311514,112935,40950,27002,ARB,exp_fighter,air
jp_type_95_so_ki,Japan,3.0,0.4652210175145955,145684,33468,38472,GRB,exp_spaa,tank
ki_61_1a_tei,Japan,4.3,0.5905998077065305,45289,15971,11071,ARB,exp_fighter,air
jp_type_5_chi_ri,Japan,5.0,0.5332437546612755,247157,86514,75727,GRB,exp_tank,tank
uk_minelayer_abdiel_class_abdiel,Britain,4.7,0.4467971053336907,7407,1667,2064,NRB,exp_cruiser,ship
uk_destroyer_n_class,Britain,4.7,0.4631578947368421,7113,1452,1683,NRB,exp_destroyer,ship
ussr_object_292,Ussr,10.7,0.4397774500603298,539758,131212,167148,GRB,exp_tank,tank
jp_type_95_ha_go,Japan,1.0,0.4352727620139486,41085,9112,11822,GRB,exp_tank,tank
md_460_sambad,Israel,9.0,0.5479404638283143,8688,3166,2612,ARB,exp_fighter,air
il_zsu_23_4,Israel,8.0,0.42157110381409446,188542,31711,43510,GRB,exp_spaa,tank
jp_m19,Japan,4.0,0.48320181601988976,175601,44701,47809,GRB,exp_spaa,tank
jp_m36b2_jgsdf,Japan,5.7,0.49278779378984666,225548,72734,74863,GRB,exp_tank_destroyer,tank
spitfire_f24,Britain,6.7,0.5729963275005401,78755,26524,19766,ARB,exp_fighter,air
uk_fv721_fox,Britain,8.0,0.5620494410410268,509133,174409,135900,GRB,exp_tank,wheeled_vehicle
ah_64a_peten_iaf,Israel,11.7,0.5211782698317707,47553,7838,7201,GRB,exp_helicopter,helicopter
harrier_frs1,Britain,11.0,0.5144086300451823,91291,23795,22462,ARB,exp_assault,air
mig-9_china,China,7.3,0.5133393624236944,36544,9082,8610,ARB,exp_fighter,air
cn_type_86,China,8.0,0.5175689920804389,162633,38297,35697,GRB,exp_tank,tank
meteor_fmk4_lw,Britain,7.7,0.573670814479638,58286,16228,12060,ARB,exp_fighter,air
j_7d,China,10.7,0.5389285730970657,1361871,576791,493464,ARB,exp_fighter,air
mig-15bis_nr23_china,China,8.3,0.5567174440062236,54812,15386,12251,ARB,exp_fighter,air
il_merkava_mk_3_raam_segol,Israel,11.3,0.5317124551386908,647054,304902,268532,GRB,exp_tank,tank
il_machbet,Israel,9.3,0.43219109673737277,240348,36349,47755,GRB,exp_spaa,tank
il_merkava_mk_3b,Israel,11.3,0.5038095560597339,213107,59512,58612,GRB,exp_tank,tank
md_460_saar,Israel,9.0,0.5577178239716939,4298,1261,1000,ARB,exp_fighter,air
a6m3_zero,Japan,4.0,0.6324889966765472,66266,28166,16366,ARB,exp_fighter,air
a6m5_zero,Japan,5.0,0.5873435220029184,103850,38239,26866,ARB,exp_fighter,air
ki_61_2_early,Japan,4.7,0.5948648034537605,21869,7854,5349,ARB,exp_fighter,air
a6m5otsu,Japan,5.3,0.5852041688023236,42389,17126,12139,ARB,exp_fighter,air
f_15i_raam,Israel,14.0,0.49400016883946984,143693,40962,41957,ARB,exp_assault,air
f-4e_kurnass_2000,Israel,12.3,0.5617175101393053,25510,6371,4971,ARB,exp_fighter,air
il_zsu_57_2,Israel,7.0,0.44529522076918765,266469,71473,89034,GRB,exp_spaa,tank
ki_61_1a_hei,Japan,4.7,0.6002348599228318,31014,10734,7149,ARB,exp_fighter,air
uk_fv107_scimitar,Britain,7.7,0.5323440863396628,260112,71966,63221,GRB,exp_tank,tank
buccaneer_s2,Britain,9.3,0.5077559834443045,56974,14108,13677,ARB,exp_assault,air
uk_challenger_1_mk_3_gulf,Britain,10.7,0.5121240024554942,373421,156839,149413,GRB,exp_tank,tank
f_16c_block_40_barak_2,Israel,13.7,0.5081557994404993,36828,11807,11428,ARB,exp_fighter,air
ah_60_iaf,Israel,12.3,0.5723945476011592,132832,26665,19920,ARB,exp_helicopter,helicopter
ki_84_ko,Japan,5.3,0.6047968673519334,45816,18534,12111,ARB,exp_fighter,air
jf_17,China,13.3,0.5268704116675754,550695,203892,183095,ARB,exp_assault,air
ki_100_early,Japan,4.0,0.6185095682842401,67204,18940,11682,ARB,exp_fighter,air
ki_84_hei,Japan,6.3,0.5463971880492091,78353,21763,18067,ARB,exp_fighter,air
f-86f-40_china,China,9.0,0.5438783733745726,75482,24970,20941,ARB,exp_fighter,air
kfir_c10_colombia,Israel,13.0,0.5284971353018951,141282,59958,53492,ARB,exp_fighter,air
cn_type_65_aa,China,5.0,0.4504699632202697,197019,44092,53788,GRB,exp_spaa,tank
f-86f-30_china,China,8.3,0.5417610335388069,91987,27509,23268,ARB,exp_fighter,air
a7m2,Japan,5.3,0.6088043363856436,55057,23137,14867,ARB,exp_fighter,air
javelin_fmk9,Britain,8.3,0.5356191941305248,49024,18105,15697,ARB,exp_fighter,air
n1k1_ja,Japan,5.3,0.5959090909090909,79698,7866,5334,ARB,exp_fighter,air
meteor_nfmk13,Israel,7.7,0.5452410310610064,27884,9286,7745,ARB,exp_fighter,air
r2y2_v2,Japan,8.0,0.554732744707111,26189,5843,4690,ARB,exp_fighter,air
f-100a_china,China,9.3,0.5475082401638177,115641,49999,41322,ARB,exp_fighter,air
pb4y-2_china,China,4.7,0.5227874154660394,21409,7112,6492,ARB,exp_bomber,air
il-10_1946_china,China,5.0,0.5311020461656919,118361,32419,28622,ARB,exp_assault,air
i-16_type10_china,China,2.0,0.5178051650461386,29017,8361,7786,ARB,exp_fighter,air
vampire_fb5,Britain,8.0,0.564134664185417,63540,16673,12882,ARB,exp_fighter,air
il_8_1944,Ussr,3.7,0.548744431742027,119615,27840,22894,ARB,exp_assault,air
hunter_f6,Britain,9.7,0.5192110655737705,31543,14189,13139,ARB,exp_fighter,air
f-4m_fgr2,Britain,12.0,0.565306477250149,99346,45523,35005,ARB,exp_fighter,air
it_m44,Italy,4.0,0.49883908543544137,137947,38028,38205,GRB,exp_tank_destroyer,tank
cn_m36,China,5.3,0.4789372918826698,300983,87305,94984,GRB,exp_tank_destroyer,tank
uk_t_90s_bheeshma,Britain,10.7,0.4978610573211325,250586,78673,79349,GRB,exp_tank,tank
i-153_m62_zhukovskiy,Ussr,2.3,0.5112970711297071,48421,9776,9344,ARB,exp_fighter,air
i-16_type10,Ussr,2.0,0.5108220953112252,50511,10644,10193,ARB,exp_fighter,air
i-16_type18,Ussr,2.3,0.5276704146170064,23294,6007,5377,ARB,exp_fighter,air
yak-7b,Ussr,2.7,0.5084843282807798,217899,53909,52110,ARB,exp_fighter,air
yak-9,Ussr,3.0,0.5233722010112476,145537,40576,36952,ARB,exp_fighter,air
yak-9t,Ussr,4.0,0.5113574503884792,402457,92997,88866,ARB,exp_fighter,air
i_185_m82,Ussr,3.7,0.4916058557550253,405032,87848,90848,ARB,exp_fighter,air
sb_2m_100,Ussr,1.0,0.4920334398819769,127509,20011,20659,ARB,exp_bomber,air
i_185_m71_standard,Ussr,4.3,0.4895817300997486,281361,66800,69643,ARB,exp_fighter,air
su-6_am42,Ussr,4.7,0.5198987707881417,155126,35951,33199,ARB,exp_assault,air
i_225,Ussr,5.0,0.5187519975313268,162261,47070,43667,ARB,exp_fighter,air
ussr_isu_122s,Ussr,5.7,0.439839485195763,588320,121664,154946,GRB,exp_tank_destroyer,tank
uk_sherman_ic_firefly,Britain,4.7,0.5474834963424327,108324,33754,27899,GRB,exp_tank,tank
uk_17_pdr_m10_achilles_norfolk_yeomanry,Britain,3.3,0.5215506564280407,19266,4211,3863,GRB,exp_tank_destroyer,tank
us_m18_hellcat_black_cat,Usa,6.0,0.5390089951957477,366211,126555,108237,GRB,exp_tank,tank
us_t20,Usa,6.3,0.5717750449396525,132144,40078,30016,GRB,exp_tank,tank
us_m4a5_ram_2,Usa,3.7,0.5044843049327354,60962,15975,15691,GRB,exp_tank,tank
p-47d-28,Usa,4.7,0.4977730985899966,348617,90305,91113,ARB,exp_fighter,air
douglas_ad_2,Usa,5.7,0.5201531376366632,227379,55569,51263,ARB,exp_assault,air
ussr_kv_2_zis_6,Ussr,5.0,0.5071853828782591,41603,9882,9602,GRB,exp_heavy_tank,heavy_tank
ussr_m4a2_76w_sherman,Ussr,5.3,0.5057732964709709,136625,37320,36468,GRB,exp_tank,tank
ussr_t_34_85E,Ussr,5.7,0.5591522605097266,95122,28916,22798,GRB,exp_tank,tank
la-7_dolgushin,Ussr,4.7,0.5516450916936354,19876,4091,3325,ARB,exp_fighter,air
f6f-3,Usa,3.3,0.5375740972533831,346283,91050,78322,ARB,exp_fighter,air
us_m4_sherman_calliope,Usa,4.0,0.5210605657533032,21764,5876,5401,GRB,exp_tank,tank
p-51d-20-na,Usa,4.0,0.49735005411861305,208508,53302,53870,ARB,exp_fighter,air
us_t29,Usa,7.0,0.5658651731782403,746968,315235,241850,GRB,exp_heavy_tank,heavy_tank
us_m26e1_pershing,Usa,6.7,0.5725625082682895,149332,51936,38772,GRB,exp_tank,tank
douglas_ad_4,Usa,6.0,0.5697725371469545,234623,57212,43200,ARB,exp_assault,air
a6m2_zero_usa,Usa,3.7,0.4847186518137675,16614,3394,3608,ARB,exp_fighter,air
us_mk1_grant,Usa,2.7,0.47195253505933116,17911,4375,4895,GRB,exp_tank,tank
fw-190d-13,Germany,5.0,0.5036246689368142,157299,33277,32798,ARB,exp_fighter,air
ussr_is_2_1944_revenge,Ussr,6.7,0.49253009133248654,34007,8143,8390,GRB,exp_heavy_tank,heavy_tank
typhoon_mk1b,Britain,4.3,0.5991364301135177,35853,8603,5756,ARB,exp_fighter,air
hellcat_fmk1,Britain,3.3,0.5953302110907487,93771,26313,17886,ARB,exp_fighter,air
wyvern_s4,Britain,4.7,0.5746338001993614,388625,136048,100708,ARB,exp_assault,air
spitfire_fr_mk14e,Britain,5.7,0.5623628018359609,12390,2818,2193,ARB,exp_fighter,air
p-47m-1-re,Usa,5.7,0.583229076444359,82476,18181,12992,ARB,exp_fighter,air
f-80a,Usa,7.0,0.5416291816992979,240662,58399,49422,ARB,exp_fighter,air
